word;gender;definition;link;correct_tally;incorrect_tally
pot;i;Anglais : pot (en), jug (en) pot (en) party (en) (office party, retirement party, cocktail party, etc.) potty (en) half-liter bottle (en) (États-Unis) ou half-litre bottle (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/pot;0;0
roue;f;Anglais : wheel (en) wheel (en) wheel (en) ;https://fr.wiktionary.org/wiki/roue;0;0
sac;m;"Anglais : bag (en) bag (en), sack (en) (plus épais ou plus grand : ""sack of coal"", ""sack of grain"") ";https://fr.wiktionary.org/wiki/sac;0;0
plastique;m;Anglais : plastic (en) plastic (en) shape (en) ;https://fr.wiktionary.org/wiki/plastique;0;0
saladier;m;Anglais : salad bowl (en), mixing bowl (en) ;https://fr.wiktionary.org/wiki/saladier;0;0
seau;m;Anglais : bucket (en), pail (en) ;https://fr.wiktionary.org/wiki/seau;0;0
tablier;m;Anglais : apron (en), pinafore (en), pinny (en) deck (en) gameboard (en), game board (en) ;https://fr.wiktionary.org/wiki/tablier;0;0
tasse;f;Anglais : cup (en) cupful (en) ;https://fr.wiktionary.org/wiki/tasse;0;0
trous;m;Anglais : ;https://fr.wiktionary.org/wiki/trou;0;0
verre;m;Anglais : glass (en) lens (en) (lunettes) glass (en) drink (en) ;https://fr.wiktionary.org/wiki/verre;0;0
à l’endroit;G;Anglais : at the place (en) ;https://fr.wiktionary.org/wiki/%C3%A0_l%E2%80%99endroit;0;0
à l’envers;G;Anglais : backwards (en) (devant derrière), inside out (en) (de l’intérieur à l’extérieur), upside down (en) (dessus dessous), in reverse (en) ;https://fr.wiktionary.org/wiki/%C3%A0_l%E2%80%99envers;0;0
anorak;m;Anglais : anorak (en) (Royaume-Uni), parka (en) (États-Unis) anorak (en) (Royaume-Uni), parka (en) (États-Unis) ;https://fr.wiktionary.org/wiki/anorak;0;0
arc;m;Anglais : bow (en) arc (en) arch (en) edge (en) ;https://fr.wiktionary.org/wiki/arc;0;0
bagage;m;Anglais : baggage (en), luggage (en) ;https://fr.wiktionary.org/wiki/bagage;0;0
baguette;f;Anglais : stick (en), wand (en) ramrod (en), gunstick (en) baguette (en), French bread (en), French stick (en) drumstick (en) chopstick (en) ;https://fr.wiktionary.org/wiki/baguette;0;0
barbe;f;Anglais : beard (en) whisker (en) awn (en) burr (en), rag (en) ;https://fr.wiktionary.org/wiki/barbe;0;0
bonnet;m;Anglais : beanie (en), knit cap (en), skull cap (en), skullie (en), skully (en), snow cap (en), stocking cap (en), toque (en) (Canada), watch cap (en), woolly hat (en) (Royaume-Uni) cup (en) ;https://fr.wiktionary.org/wiki/bonnet;0;0
botte;f;Anglais : boot (en) bale (en), bunch (en) ;https://fr.wiktionary.org/wiki/botte;0;0
bouton;m;Anglais : button (en) bud (en) bud (en) lump (en) tip (en) knob (en) knob (en) button (en), knob (en) button (en), knob (en) button (en) ;https://fr.wiktionary.org/wiki/bouton;0;0
bretelle;f;Anglais : strap (en) suspenders (en) (États-Unis), braces (en) (Royaume-Uni) (surtout les bretelles d'homme) access road (en) (bretelle d’accès, bretelle d'autoroute), link road  exit ramp (en) (bretelle de sortie), ramp (en) tap (en), wiretap (en) flying lead (en), jumper (en) ;https://fr.wiktionary.org/wiki/bretelle;0;0
cagoule;f;Anglais : cowl (en) ski mask (en), balaclava (en) (Plus rare) ;https://fr.wiktionary.org/wiki/cagoule;0;0
casque;m;Anglais : helmet (en), helm (en) headphone (en), headset (en), earset (en) hair dryer (en) (dans un salon de beauté) casque (en) helmet (en), galea (en) langmaids yellow underwing (en) ;https://fr.wiktionary.org/wiki/casque;0;0
casquette;f;Anglais : cap (en) ;https://fr.wiktionary.org/wiki/casquette;0;0
ceinture;f;Anglais : belt (en), girdle (en) belt (en), girdle (en) belt (en), waist (en) belt (en) ;https://fr.wiktionary.org/wiki/ceinture;0;0
chapeau;m;Anglais : hat (en) lead (en) ;https://fr.wiktionary.org/wiki/chapeau;0;0
chaussette;f;Anglais : sock (en) legging (en) thimble (en) ;https://fr.wiktionary.org/wiki/chaussette;0;0
chausson;m;Anglais : slipper (en) ;https://fr.wiktionary.org/wiki/chausson;0;0
chaussure;f;Anglais : shoe (en), boot (en) ;https://fr.wiktionary.org/wiki/chaussure;0;0
chemise;f;Anglais : shirt (en), dress shirt (en) folder (en) mantlet wall (en), apron wall (en), chemise (en) ;https://fr.wiktionary.org/wiki/chemise;0;0
cigarette;f;Anglais :  : cigarette, smoke (en), whiff (en) ;https://fr.wiktionary.org/wiki/cigarette;0;0
col;m;Anglais : collar (en), neckband (en) mountain pass (en) ;https://fr.wiktionary.org/wiki/col;0;0
collant;m;Anglais : sticky (en), clingy (en) pantyhose (en), tights (en) ;https://fr.wiktionary.org/wiki/collant;0;0
couronne;f;Anglais : crown (en) wreath (en) coronet (en) crown (en) ;https://fr.wiktionary.org/wiki/couronne;0;0
cravate;m;Anglais : necktie (en), tie (en) cravat (en) headlock (en) ;https://fr.wiktionary.org/wiki/cravate;0;0
culotte;f;Anglais : breeches (en), knee-breeches (en), culottes (en), knickerbockers (en) shorts (en), panties (en) (femmes), underpants (en), briefs (en) (hommes), trunks (en) (hommes), drawers (en) (femme) wye (en) ;https://fr.wiktionary.org/wiki/culotte;0;0
écharpe;f;Anglais : sash (en) sling (en) scarf (en) ;https://fr.wiktionary.org/wiki/%C3%A9charpe;0;0
épée;f;Anglais : sword (en) sword (en) sword (en) epee (en) ;https://fr.wiktionary.org/wiki/%C3%A9p%C3%A9e;0;0
fée;f;Anglais : fairy (en), fay (en), fae (en) ;https://fr.wiktionary.org/wiki/f%C3%A9e;0;0
flèche;f;Anglais : arrow (en) arrow (en) spire (en) deflection (en), sag (en) ;https://fr.wiktionary.org/wiki/fl%C3%A8che;0;0
fusil;m;Anglais : rifle (en), gun (en), fusil (en) sharpening steel (en)  steel (en) ;https://fr.wiktionary.org/wiki/fusil;0;0
gant;m;Anglais : glove (en), mitten (en) ;https://fr.wiktionary.org/wiki/gant;0;0
habit;m;Anglais : article of dress (en), garment (en), dress-coat (en), evening dress (en), tails (en), full dress (en) habit (en) ;https://fr.wiktionary.org/wiki/habit;0;0
jean;m;Anglais : jean (en) jeans (en) ;https://fr.wiktionary.org/wiki/jean;0;0
jupe;f;Anglais : skirt (en) liner (en) skirt (en) ;https://fr.wiktionary.org/wiki/jupe;0;0
lacet;m;Anglais : shoelace (en), lace (en) switchback (en) yaw (en) ;https://fr.wiktionary.org/wiki/lacet;0;0
laine;f;Anglais : wool (en) ;https://fr.wiktionary.org/wiki/laine;0;0
linge;m;Anglais : linen (en) (1), rag (en) (2), laundry (en), cloth (en) ;https://fr.wiktionary.org/wiki/linge;0;0
lunettes;f;Anglais : spectacles (en) (pluriel), eyeglasses (en) (pluriel), glasses (en) (pluriel) ;https://fr.wiktionary.org/wiki/lunette;0;0
magicien;m;Anglais : wizard (en) magician (en) ;https://fr.wiktionary.org/wiki/magicien;0;0
magie;f;Anglais : magic (en) (1, 2) magic (en) ;https://fr.wiktionary.org/wiki/magie;0;0
maillot;m;Anglais : bathing suit (en) ;https://fr.wiktionary.org/wiki/maillot;0;0
manche;f;Anglais : sleeve (en) windsock (en) inning (en) English Channel (en) (5), set (en) (6)  : (d’outil) handle (en), (de violon) neck (en) ;https://fr.wiktionary.org/wiki/manche;0;0
manteau;m;Anglais : cloak (en), mantle (en), cape (en), coat (en) ;https://fr.wiktionary.org/wiki/manteau;0;0
mouchoir;m;Anglais : handkerchief (en) ;https://fr.wiktionary.org/wiki/mouchoir;0;0
moufle;f;Anglais : mitten (en) ;https://fr.wiktionary.org/wiki/moufle;0;0
nœud;m;Anglais : knot (en)  bow (en) knot (en) knuckle (en) node (en) knot (en) bow (en) nub (en) node (en) node (en) node (en) node (en) hub (en) node (en) ;https://fr.wiktionary.org/wiki/n%C5%93ud;0;0
paire;f;Anglais : pair (en), couple (en) ;https://fr.wiktionary.org/wiki/paire;0;0
pantalon;m;Anglais : pants (en), trousers (en) ;https://fr.wiktionary.org/wiki/pantalon;0;0
pied;m;Anglais : foot (en), feet (en) pluriel paw (en) foot (en), leveling foot (en), foot screw (en), leg (en) (de table, chaise) foot (en) foot (en), metrical foot (en) ;https://fr.wiktionary.org/wiki/pied;0;0
poche;f;Anglais : pocket (en) ;https://fr.wiktionary.org/wiki/poche;0;0
prince;m;Anglais : prince (en), crown prince (en), Prince of Wales (en) (au Royaume-Uni) prince (en) ;https://fr.wiktionary.org/wiki/prince;0;0
pull-over;m;Anglais : sweater (en), pullover (en), jumper (en), jersey (en), pullover sweater (en) ;https://fr.wiktionary.org/wiki/pull-over;0;0
pyjama;m;Anglais : pyjamas (en) (Royaume-Uni), pajamas (en) (États-Unis) ;https://fr.wiktionary.org/wiki/pyjama;0;0
reine;f;Anglais : queen (en) queen (en) ;https://fr.wiktionary.org/wiki/reine;0;0
robe;f;Anglais : dress (en), gown (en), robe (en) robe (en) ;https://fr.wiktionary.org/wiki/robe;0;0
roi;m;Anglais : king (en) ;https://fr.wiktionary.org/wiki/roi;0;0
ruban;m;Anglais : ribbon (en), tape (en) ;https://fr.wiktionary.org/wiki/ruban;0;0
semelle;f;Anglais : sole (en), tread (en) ;https://fr.wiktionary.org/wiki/semelle;0;0
soldat;m;Anglais : soldier (en) ;https://fr.wiktionary.org/wiki/soldat;0;0
sorcière;f;Anglais : witch (en), hag (en) ;https://fr.wiktionary.org/wiki/sorci%C3%A8re;0;0
tache;f;Anglais : stain (en), blot (en), spot (en) spot (en) spot (en) spot (en) spot (en) blotch (en) stain (en), dent (en) (cabossure) ;https://fr.wiktionary.org/wiki/tache;0;0
taille;f;Anglais : height (en) waist (en), waistline (en), midriff (en), middle (en) waist (en) taille (en) cut (en) (coupe: 1,2), height (en) (longueur du corps humain: 7), waist (en) (conformation du corps humain: 9), size (en) (hauteur et grosseur des animaux, ou de tout objet: 8) ;https://fr.wiktionary.org/wiki/taille;0;0
talon;m;Anglais : heel (en) heel (en) ;https://fr.wiktionary.org/wiki/talon;0;0
tissu;m;Anglais : fabric (en), cloth (en) web (en) tissue (en) ;https://fr.wiktionary.org/wiki/tissu;0;0
tricot;m;Anglais : knit (en) (1)  knitting (en) (2) ;https://fr.wiktionary.org/wiki/tricot;0;0
uniforme;m;Anglais : uniform (en) uniform (en) ;https://fr.wiktionary.org/wiki/uniforme;0;0
valise;f;Anglais : suitcase (en), valise (en) ;https://fr.wiktionary.org/wiki/valise;0;0
veste;f;Anglais : jacket (en) ;https://fr.wiktionary.org/wiki/veste;0;0
vêtement;m;Anglais : garment (en), item of clothing (en), piece of clothing (en), vêtements : apparel (en), clothes (en), clothing (en), raiment (en) ;https://fr.wiktionary.org/wiki/v%C3%AAtement;0;0
aiguille;f;Anglais : needle (en) needle (en) needle (en)  (d'une horloge) hand (en) needle (en) switch (en) hypodermic needle (en), syringe (en) fuel pin (en), pin (en) ;https://fr.wiktionary.org/wiki/aiguille;0;0
ampoule;f;Anglais : ampoule (en) light bulb (en), bulb (en), glow-lamp (en) blister (en), vesicle (en) (Plus rare) blister (en) ;https://fr.wiktionary.org/wiki/ampoule;0;0
avion;m;Anglais : airplane (en), (États-Unis et Canada) 
bois;m;Anglais : wood (en), timber (en) forest (en), woods (en) (Au pluriel), woodland (en), timberland (en), grove (en) woodwind (en) antler (en) wood (en) ;https://fr.wiktionary.org/wiki/bois;0;0
bout;m;Anglais : end (en), extremity (en), tip (en) tip (en) scrap (en) end (en), termination (en) ;https://fr.wiktionary.org/wiki/bout;0;0
bricolage;m;Anglais : tinkering (en), do-it-yourself (en) project, DIY (en) ;https://fr.wiktionary.org/wiki/bricolage;0;0
bruit;m;Anglais : noise (en), stir (en) rumor (en) (États-Unis)  rumour (en) (Grande-Bretagne) ;https://fr.wiktionary.org/wiki/bruit;0;0
cabane;f;Anglais : cabin (en), hut (en), shack (en), shed (en), shanty (en) ;https://fr.wiktionary.org/wiki/cabane;0;0
clou;m;Anglais : nail (en), spike (en), stud (en) clove (en) button (en) spike (en), stud (en) ;https://fr.wiktionary.org/wiki/clou;0;0
crochet;m;Anglais : hook (en) square bracket (en), bracket (en) (États-Unis) ;https://fr.wiktionary.org/wiki/crochet;0;0
élastique;m;Anglais : elastic (en) flexible (en) elastic band (en) (Royaume-Uni), rubber band (en) (États-Unis) ;https://fr.wiktionary.org/wiki/%C3%A9lastique;0;0
ficelle;f;Anglais : string (en), twine (en), strand (en) swish (en), swish shot (en) ;https://fr.wiktionary.org/wiki/ficelle;0;0
fil;m;Anglais : thread (en) wire (en) ;https://fr.wiktionary.org/wiki/fil;0;0
marionnette;f;Anglais : puppet (en) ;https://fr.wiktionary.org/wiki/marionnette;0;0
marteau;m;Anglais : hammer (en) gavel (en) hammer (en) door knocker (en), knocker (en), door knock (en) hammer (en) hammer (en) hammer (en) nuts (en) ;https://fr.wiktionary.org/wiki/marteau;0;0
métal;m;Anglais : metal (en) ;https://fr.wiktionary.org/wiki/m%C3%A9tal;0;0
mètre;m;Anglais : metre (en), meter (en) ;https://fr.wiktionary.org/wiki/m%C3%A8tre;0;0
morceau;m;Anglais : piece (en), bit (en), lump (en) piece (en) ;https://fr.wiktionary.org/wiki/morceau;0;0
moteur;m;Anglais : engine (en), motor (en) ;https://fr.wiktionary.org/wiki/moteur;0;0
objet;m;Anglais : object (en) object (en) object (en) object (en) object (en) (object of affection) object (en), goal (en) object (en) ;https://fr.wiktionary.org/wiki/objet;0;0
outil;m;Anglais : tool (en) (1,2,3), gadget (en), instrument (en), implement (en), utensil (en) ;https://fr.wiktionary.org/wiki/outil;0;0
planche;f;Anglais : board (en), plank (en), patch (en), plate (en), shelf (en) bed (en), flower bed (en) ;https://fr.wiktionary.org/wiki/planche;0;0
plâtre;m;Anglais : plaster (en), plaster cast (en) gypsum (en), plaster (en), plaster of Paris (en) ;https://fr.wiktionary.org/wiki/pl%C3%A2tre;0;0
scie;f;Anglais : saw (en) ;https://fr.wiktionary.org/wiki/scie;0;0
tournevis;m;Anglais : screwdriver (en) ;https://fr.wiktionary.org/wiki/tournevis;0;0
vis;f;Anglais : screw (en) ;https://fr.wiktionary.org/wiki/vis;0;0
voiture;f;Anglais : car (en) car (en), automobile (en) (États-Unis), auto (en) (États-Unis), vehicle (en) coach (en), carriage (en) ;https://fr.wiktionary.org/wiki/voiture;0;0
véhicule;m;Anglais : vehicle (en) ;https://fr.wiktionary.org/wiki/v%C3%A9hicule;0;0
accident;m;Anglais : accident (en) accident (en), misadventure (en) accident (en) sign (en) ground feature (en) leap (en) occurrence (en) accident (en), misadventure (en) ;https://fr.wiktionary.org/wiki/accident;0;0
aéroport;m;Anglais : airport (en), aerodrome (en) ;https://fr.wiktionary.org/wiki/a%C3%A9roport;0;0
auto;f;Anglais : automobile (en), auto (en), car (en), motor-car (en) ;https://fr.wiktionary.org/wiki/auto;0;0
camion;m;Anglais : lorry (en) (Royaume-Uni)  truck (en) (États-Unis) ;https://fr.wiktionary.org/wiki/camion;0;0
engin;m;Anglais : tool (en) equipment (en), rig (en) weaponry (en) gizmo (en), contraption (en) tool (en) apparatus (en) ;https://fr.wiktionary.org/wiki/engin;0;0
feu;m;Anglais : fire (en) fire (en) fire (en) heat (en), flame (en) lights (en) light (en) traffic light (en), traffic signal (en) lighthouse (en) light (en) light (en) fire (en) fire (en) fire (en) fire (en) fire (en) firearm (en) late (en) fire (en) ;https://fr.wiktionary.org/wiki/feu;0;0
frein;m;Anglais : restraint (en) frenulum (en) brake (en) ;https://fr.wiktionary.org/wiki/frein;0;0
fusée;f;Anglais : rocket (en), skyrocket (en) fuze (en) rocket (en) grip (en) stub axle (en) sinus (en) fusil (en) ;https://fr.wiktionary.org/wiki/fus%C3%A9e;0;0
garage;m;Anglais : parking garage (en) (1), garage (en) garage (en) ;https://fr.wiktionary.org/wiki/garage;0;0
gare;f;Anglais : station (en), railway station (en), train station (en) ;https://fr.wiktionary.org/wiki/gare;0;0
grue;f;Anglais : crane (en) crane (en) ;https://fr.wiktionary.org/wiki/grue;0;0
hélicoptère;m;Anglais : helicopter (en), chopper (en) ;https://fr.wiktionary.org/wiki/h%C3%A9licopt%C3%A8re;0;0
moto;f;Anglais : motorcycle (en), motorbike (en) ;https://fr.wiktionary.org/wiki/moto;0;0
panne;f;Anglais : breakdown (en), fault (en) leaf lard (en) purlin (en) ;https://fr.wiktionary.org/wiki/panne;0;0
parking;m;Anglais : car park (en), (Amérique du Nord) parking lot (en) ;https://fr.wiktionary.org/wiki/parking;0;0
pilote;m;Anglais : : pilot (en) : driver (en) : fixer (en) ;https://fr.wiktionary.org/wiki/pilote;0;0
pneu;m;Anglais : tyre (en), tire (en) ;https://fr.wiktionary.org/wiki/pneu;0;0
quai;m;Anglais : riverwalk (en) quay (en), wharf (en), pier (en), dock (en) platform (en), quay (en) (Royaume-Uni) ;https://fr.wiktionary.org/wiki/quai;0;0
train;m;Anglais : raft (en) train (en) ;https://fr.wiktionary.org/wiki/train;0;0
virage;m;Anglais : turn (en) curve (en) ;https://fr.wiktionary.org/wiki/virage;0;0
vitesse;f;Anglais : speed (en), pace (en) speed (en), velocity (en) speed (en) rate (en) gear (en) ;https://fr.wiktionary.org/wiki/vitesse;0;0
voyage;m;Anglais : journey (en), trip (en), voyage (en), excursion (en) ;https://fr.wiktionary.org/wiki/voyage;0;0
wagon;m;Anglais : car (en), railroad car (en), railcar (en), railway carriage (en), wagon (en) ;https://fr.wiktionary.org/wiki/wagon;0;0
zigzag;m;Anglais : zigzag (en) ;https://fr.wiktionary.org/wiki/zigzag;0;0
acrobate;m;Anglais : acrobat (en) ;https://fr.wiktionary.org/wiki/acrobate;0;0
arrêt;m;Anglais : halt (en), stoppage (en), stand (en), standstill (en) decision (en), judgement (en), ruling (en) stop sign (en) ;https://fr.wiktionary.org/wiki/arr%C3%AAt;0;0
arrière;a;Anglais : back (en) rear (en), back (en) ;https://fr.wiktionary.org/wiki/arri%C3%A8re;0;0
barre;f;Anglais : bar (en), pole (en), rod (en), handle (en), shaft (en), staff (en), stake (en), stave (en), spar (en) wheel (en) bend sinister (en) ;https://fr.wiktionary.org/wiki/barre;0;0
barreau;m;Anglais : bar (en), rung (en) leg (en) bar (en) bar (en), bar association (en) bar (en), bar association (en) ;https://fr.wiktionary.org/wiki/barreau;0;0
bord;m;Anglais : edge (en), rim (en) brink (en) ;https://fr.wiktionary.org/wiki/bord;0;0
bras;m;Anglais : arm (en) ;https://fr.wiktionary.org/wiki/bras;0;0
cerceau;m;Anglais : hoop (en) hoop (en) cessel (en) hoop (en) ;https://fr.wiktionary.org/wiki/cerceau;0;0
chaises;f;Anglais : ;https://fr.wiktionary.org/wiki/chaise;0;0
cheville;f;Anglais : dowel (en), peg (en) peg (en) wall plug (en) tuning peg (en), tuning pin (en) ankle (en) cheville (en) ;https://fr.wiktionary.org/wiki/cheville;0;0
chute;f;Anglais : collapse (en) (avec la notion d’importance), fall (en), downfall (en) (avec insistance sur la force) scrap (en) tails (en) collapse (en) (avec la notion d’importance), downfall (en), drop (en), fall (en) collapse (en) (avec la notion d’importance), drop (en), fall (en) fall (en) (tous les sens sauf 2,5 et 6), drop (en) (3,4), downfall (en) (3,4 ou 1 avec insistance sur la force), scrap (en) (2), collapse (en) (1, 3 ou 4 toujours avec notion d’importance) ;https://fr.wiktionary.org/wiki/chute;0;0
cœur;m;Anglais : heart (en) dear (en), love (en) heart (en) heart (en) (Par extension) (Vieilli) heart (en) heart (en) heart (en) heart (en), crux (en) core (en), reactor core (en) core (en) frog (en) ;https://fr.wiktionary.org/wiki/c%C5%93ur;0;0
corde;f;Anglais : rope (en) tightrope (en) hangman’s noose (en) string (en) string (en) chord (en) chord (en) cord (en), line (en), chord (en) ;https://fr.wiktionary.org/wiki/corde;0;0
corps;m;Anglais : body (en) body (en) body (en) cadaver (en), corpse (en), body (en) body (en) division ring (en) body (en)  core (en) corps (en) (army corps, marine corps) corpus (en) ;https://fr.wiktionary.org/wiki/corps;0;0
côté;m;Anglais : side (en) side (en) side (en) side (en), flank (en) side (en) side (en) (front and back side) side (en) (impish side of someone's personality) side (en) (opposite sides) side (en) (take sides) side (en) (on her mother's side) ;https://fr.wiktionary.org/wiki/c%C3%B4t%C3%A9;0;0
cou;m;Anglais : neck (en) ;https://fr.wiktionary.org/wiki/cou;0;0
coude;m;Anglais : elbow (en) kink (en) ;https://fr.wiktionary.org/wiki/coude;0;0
cuisse;f;Anglais : thigh (en) skin (en), tail (en) ;https://fr.wiktionary.org/wiki/cuisse;0;0
danger;m;Anglais : danger (en), peril (en), hazard (en), jeopardy (en) ;https://fr.wiktionary.org/wiki/danger;0;0
doigts;m;Anglais : ;https://fr.wiktionary.org/wiki/doigt;0;0
dos;m;Anglais : back (en) ;https://fr.wiktionary.org/wiki/dos;0;0
échasses;f;Anglais : ;https://fr.wiktionary.org/wiki/%C3%A9chasse;0;0
échelle;f;Anglais : ladder (en) scale (en) scale (en) ;https://fr.wiktionary.org/wiki/%C3%A9chelle;0;0
épaule;f;Anglais : shoulder (en) shoulder (en) ;https://fr.wiktionary.org/wiki/%C3%A9paule;0;0
équipe;f;Anglais : group (en), team (en) crew (en) team (en) team (en) ;https://fr.wiktionary.org/wiki/%C3%A9quipe;0;0
escabeau;m;Anglais : stool (en) stepladder (en) ;https://fr.wiktionary.org/wiki/escabeau;0;0
fesse;f;Anglais : buttock (en), butt cheek (en) ass (en) (États-Unis), skin (en) (États-Unis), tail (en) ;https://fr.wiktionary.org/wiki/fesse;0;0
filet;m;Anglais : net (en) thread (en) gutter (en) trickle (en) tenderloin (en) let (en) ;https://fr.wiktionary.org/wiki/filet;0;0
fond;m;Anglais : bottom (en) bottom (en) (river bottom
genou;m;Anglais : knee (en) ;https://fr.wiktionary.org/wiki/genou;0;0
gymnastique;m;Anglais : gymnastic (en), gym (en) gymnastics (en) gymnastics (en) ;https://fr.wiktionary.org/wiki/gymnastique;0;0
hanche;f;Anglais : hip (en) (d’une personne), haunch (en) (d’une personne ou d’un animal) ;https://fr.wiktionary.org/wiki/hanche;0;0
jambes;f;Anglais : ;https://fr.wiktionary.org/wiki/jambe;0;0
mains;f;Anglais : ;https://fr.wiktionary.org/wiki/main;0;0
milieu;m;Anglais : middle (en) middle (en) middle (en) middle (en) middle ground (en) environment (en) environment (en) environment (en) milieu (en), background (en) underworld (en), mob (en) ;https://fr.wiktionary.org/wiki/milieu;0;0
montagne;f;Anglais : mountain (en), highlands (en), fell (en) ;https://fr.wiktionary.org/wiki/montagne;0;0
mur d’escalade;m;Anglais : climbing wall (en) ;https://fr.wiktionary.org/wiki/mur_d%E2%80%99escalade;0;0
muscle;m;Anglais : muscle (en) ;https://fr.wiktionary.org/wiki/muscle;0;0
numéro;m;Anglais : number (en) (1
ongle;m;Anglais : nail (en) ;https://fr.wiktionary.org/wiki/ongle;0;0
parcours;m;Anglais : career (en) route (en), course (en) ;https://fr.wiktionary.org/wiki/parcours;0;0
pas;m;Anglais : step (en) pitch (en), spacing (en) step (en), pace (en), stride (en), footstep (en) not (en) ;https://fr.wiktionary.org/wiki/pas;0;0
passerelle;f;Anglais : footbridge (en)  gangway (en) (d’un navire), skyway (en), skywalk (en), skybridge (en) bridge (en) catwalk (en), runway (en) gateway (en) ;https://fr.wiktionary.org/wiki/passerelle;0;0
pente;f;Anglais : slope (en), incline (en), inclination (en) glide path (en), glide slope (en) ;https://fr.wiktionary.org/wiki/pente;0;0
peur;f;Anglais : fear (en) ;https://fr.wiktionary.org/wiki/peur;0;0
pieds;m;Anglais : ;https://fr.wiktionary.org/wiki/pied;0;0
plongeoir;m;Anglais : diving-board (en), springboard (en) ;https://fr.wiktionary.org/wiki/plongeoir;0;0
poignet;m;Anglais : wrist (en), carpus (en) ;https://fr.wiktionary.org/wiki/poignet;0;0
poing;m;Anglais : fist (en) ;https://fr.wiktionary.org/wiki/poing;0;0
pont de singe;m;Anglais : ;https://fr.wiktionary.org/wiki/pont_de_singe;0;0
poutre d’équilibre;f;Anglais : ;https://fr.wiktionary.org/wiki/poutre_d%E2%80%99%C3%A9quilibre;0;0
prises;f;Anglais : ;https://fr.wiktionary.org/wiki/prise;0;0
rivière des crocodiles;f;Anglais : ;https://fr.wiktionary.org/wiki/rivi%C3%A8re_des_crocodiles;0;0
roulade;f;Anglais : ;https://fr.wiktionary.org/wiki/roulade;0;0
saut;m;Anglais : jump (en), leap (en), spring (en) hop (en) ;https://fr.wiktionary.org/wiki/saut;0;0
serpent;m;Anglais : snake (en), serpent (en) serpent (en), snake in the grass (en) serpent (en) ;https://fr.wiktionary.org/wiki/serpent;0;0
sport;m;Anglais : sport (en) ;https://fr.wiktionary.org/wiki/sport;0;0
suivant;m;Anglais : following (en), next (en), ahead (en), coming (en), subsequent (en), following (en), next (en), next (en) following (en) follower (en) ;https://fr.wiktionary.org/wiki/suivant;0;0
tête;f;Anglais : head (en) (1, 2), pate (en) (Archaïsme) ;https://fr.wiktionary.org/wiki/t%C3%AAte;0;0
toboggan;m;Anglais : toboggan (en), sled (en) (d'enfant) slide (en) ;https://fr.wiktionary.org/wiki/toboggan;0;0
tour;f;Anglais : tower (en) rook (en), castle (en) (Familier) computer case (en)  : (castle) turret (en) revolution (en) tour (en) rounds (en) (pluriel) trick (en)  : (mean) trick (en) turn (en) (d'un jeu: It's your turn.), round (en) (the second round of elections) pottery wheel (en) (1) lathe (en) ;https://fr.wiktionary.org/wiki/tour;0;0
trampoline;m;Anglais : trampoline (en) ;https://fr.wiktionary.org/wiki/trampoline;0;0
tunnel;m;Anglais : tunnel (en) ;https://fr.wiktionary.org/wiki/tunnel;0;0
ventre;m;Anglais : belly (en), stomach (en), abdomen (en), tummy (en), gut (en), paunch (en) abdomen (en), gut (en) belly (en) belly (en), womb (en), uterus (en) ;https://fr.wiktionary.org/wiki/ventre;0;0
bagarre;f;Anglais : traffic jam (en) melee (en), mayhem (en), row (en), fray (en), affray (en), brawl (en) ;https://fr.wiktionary.org/wiki/bagarre;0;0
balançoire;f;Anglais : swing (en) ;https://fr.wiktionary.org/wiki/balan%C3%A7oire;0;0
ballon;m;Anglais : ball (en), football (en), soccer ball (en) balloon (en) balloon (en), hot-air balloon (en) balloon (en) glass (en) ;https://fr.wiktionary.org/wiki/ballon;0;0
bande;f;Anglais : bandage (en) rim (en) strip (en) strip (en), band (en) band (en) bend (en) ;https://fr.wiktionary.org/wiki/bande;0;0
bicyclette;f;Anglais : bicycle (en), bike (en) bicycle kick (en), overhead kick (en), scissor kick (en) ;https://fr.wiktionary.org/wiki/bicyclette;0;0
bille;f;Anglais : marble (en) ball (en) ball (en) ;https://fr.wiktionary.org/wiki/bille;0;0
cadenas;m;Anglais : padlock (en) ;https://fr.wiktionary.org/wiki/cadenas;0;0
cage à écureuil;f;Anglais : squirrel cage (en), hamster wheel (en), running wheel (en) jungle gym (en), monkey bars (en) pluriel ;https://fr.wiktionary.org/wiki/cage_%C3%A0_%C3%A9cureuil;0;0
cerf-volant;m;Anglais : kite (en) stag beetle (en) ;https://fr.wiktionary.org/wiki/cerf-volant;0;0
château;m;Anglais : castle (en) palace (en), chateau (en) chateau (en) superstructure (en) 
coup;m;Anglais : blow (en) 
cour;f;Anglais : courtyard (en)  yard (of a prison) (en) (Argot) court (en) court (en) court (en) court (en) court (en) ;https://fr.wiktionary.org/wiki/cour;0;0
course;f;Anglais : run (en), rush (en) (10) race (en) shopping (en) (faire les courses = to go shopping)  errand (en) (I have to do an errand.) trip (en) stroke (en) ;https://fr.wiktionary.org/wiki/course;0;0
échasse;f;Anglais : stilt (en) stilt (en) ;https://fr.wiktionary.org/wiki/%C3%A9chasse;0;0
flaque;f;Anglais : puddle (en), pool (en) ;https://fr.wiktionary.org/wiki/flaque;0;0
paix;f;Anglais : peace (en) peace (en) ;https://fr.wiktionary.org/wiki/paix;0;0
